Stations_id;von_datum;bis_datum;Stationshoehe;geoBreite;geoLaenge;Stationsname;Bundesland;lat;lon
7419;20061201;20240126;389;506.610;120.756;Langenwetzendorf-Göttendorf;Thüringen;50.661;12.0756
7420;20070401;20240126;246;511.044;117.112;Naumburg/Saale-Kreipitzsch;Sachsen-Anhalt;51.1044;11.7112
7424;20061201;20240126;457;477.724;129.073;Piding;Bayern;47.7724;12.9073
7427;20070901;20240126;17;540.188;99.255;Padenstedt;Schleswig-Holstein;54.0188;9.9255
7428;20070501;20240126;397;504.167;108.156;Veilsdorf;Thüringen;50.4167;10.8156
7431;20071101;20240126;604;480.130;115.524;Oberhaching-Laufzorn;Bayern;48.013;11.5524
7432;20070501;20240126;71;526.423;106.628;Wittingen-Vorhop;Niedersachsen;52.6423;10.6628
13667;20061123;20080706;274;480.006;78.450;Freiburg-Mitte;Baden-Württemberg;48.0006;7.845
13670;20070601;20240126;24;515.088;67.018;Duisburg-Baerl;Nordrhein-Westfalen;51.5088;6.7018
13674;20070801;20240126;237;492.943;89.053;Waibstadt;Baden-Württemberg;49.2943;8.9053
13675;20071101;20240126;75;520.818;94.077;Hameln-Hastenbeck;Niedersachsen;52.0818;9.4077
13696;20071201;20240126;60;515.966;74.048;Waltrop-Abdinghof;Nordrhein-Westfalen;51.5966;7.4048
13700;20080501;20240126;203;513.329;73.412;Gevelsberg-Oberbröking;Nordrhein-Westfalen;51.3329;7.3412
13710;20080401;20240126;490;485.734;122.576;Landshut-Reithof;Bayern;48.5734;12.2576
13711;20071201;20240126;289;506.820;115.150;Krölpa-Rockendorf;Thüringen;50.682;11.515
13713;20071101;20240126;386;510.899;76.289;Meinerzhagen-Redlendorf;Nordrhein-Westfalen;51.0899;7.6289
13776;20080301;20110104;85;521.789;99.524;Hildesheim-Drispenstedt;Niedersachsen;52.1789;9.9524
13777;20080601;20240126;109;522.467;109.592;Helmstedt-Emmerstedt;Niedersachsen;52.2467;10.9592
13904;20080915;20100426;3;550.000;63.333;Nordseeboje;Hamburg;55;6.3333
13965;20081201;20240126;619;482.639;88.134;Balingen-Bronnhaupten;Baden-Württemberg;48.2639;8.8134
14003;19610103;19920629;728;478.619;106.144;Kaufbeuren;Bayern;47.8619;10.6144
15000;20110401;20240126;231;507.983;60.244;Aachen-Orsbach;Nordrhein-Westfalen;50.7983;6.0244
15207;20131101;20240126;317;512.835;93.590;Schauenburg-Elgershausen;Hessen;51.2835;9.359
15444;20140901;20240126;593;484.418;99.216;Ulm-Mähringen;Baden-Württemberg;48.4418;9.9216
15555;20160501;20240126;815;478.761;105.849;Kaufbeuren-Oberbeuren;Bayern;47.8761;10.5849
15813;20220301;20240126;40;525.126;74.131;Lingen-Baccum;Niedersachsen;52.5126;7.4131
19171;20200901;20240126;13;540.039;98.555;Hasenkrug-Hardebek;Schleswig-Holstein;54.0039;9.8555
19172;20200901;20240126;48;540.246;93.880;Wacken;Schleswig-Holstein;54.0246;9.388
19207;20230401;20240126;16;538.178;120.645;Gülzow-Prüzen;Mecklenburg-Vorpommern;53.8178;12.0645
